Word,Negative,Positive,Uncertainty
distracting,2009,0,0
distraction,2009,0,0
distractions,2009,0,0
distracts,2009,0,0
distress,2009,0,0
distressed,2009,0,0
disturb,2009,0,0
disturbance,2009,0,0
disturbances,2009,0,0
disturbed,2009,0,0
disturbing,2009,0,0
disturbs,2009,0,0
diversion,2009,0,0
divert,2009,0,0
diverted,2009,0,0
diverting,2009,0,0
diverts,2009,0,0
divest,2009,0,0
divested,2009,0,0
divesting,2009,0,0
divestiture,2009,0,0
divestitures,2009,0,0
divestment,2009,0,0
divestments,2009,0,0
divests,2009,0,0
divorce,2009,0,0
divorced,2009,0,0
divulge,2009,0,0
divulged,2009,0,0
divulges,2009,0,0
divulging,2009,0,0
doubt,2009,0,2009
doubted,2009,0,2009
doubtful,2009,0,2009
doubts,2009,0,2009
downgrade,2009,0,0
downgraded,2009,0,0
downgrades,2009,0,0
downgrading,2009,0,0
downsize,2009,0,0
downsized,2009,0,0
downsizes,2009,0,0
downsizing,2009,0,0
downsizings,2009,0,0
downtime,2009,0,0
downtimes,2009,0,0
downturn,2009,0,0
downturns,2009,0,0
downward,2009,0,0
downwards,2009,0,0
drag,2009,0,0
drastic,2009,0,0
drastically,2009,0,0
drawback,2009,0,0
drawbacks,2009,0,0
dream,0,2009,0
dropped,2009,0,0
drought,2009,0,0
droughts,2009,0,0
duress,2009,0,0
dysfunction,2009,0,0
dysfunctional,2009,0,0
dysfunctions,2009,0,0
easier,0,2009,0
easily,0,2009,0
easing,2009,0,0
easy,0,2009,0
effective,0,-2020,0
efficiencies,0,2009,0
efficiency,0,2009,0
efficient,0,2009,0
efficiently,0,2009,0
egregious,2009,0,0
egregiously,2009,0,0
embargo,2009,0,0
embargoed,2009,0,0
embargoes,2009,0,0
embargoing,2009,0,0
embarrass,2009,0,0
embarrassed,2009,0,0
embarrasses,2009,0,0
embarrassing,2009,0,0
embarrassment,2009,0,0
embarrassments,2009,0,0
embezzle,2009,0,0
embezzled,2009,0,0
embezzlement,2009,0,0
embezzlements,2009,0,0
embezzler,2009,0,0
embezzles,2009,0,0
embezzling,2009,0,0
empower,0,2009,0
empowered,0,2009,0
empowering,0,2009,0
empowers,0,2009,0
enable,0,2009,0
enabled,0,2009,0
enables,0,2009,0
enabling,0,2009,0
encouraged,0,2009,0
encouragement,0,2009,0
encourages,0,2009,0
encouraging,0,2009,0
encroach,2009,0,0
encroached,2009,0,0
encroaches,2009,0,0
encroaching,2009,0,0
encroachment,2009,0,0
encroachments,2009,0,0
encumber,2009,0,0
encumbered,2009,0,0
encumbering,2009,0,0
encumbers,2009,0,0
encumbrance,2009,0,0
encumbrances,2009,0,0
endanger,2009,0,0
endangered,2009,0,0
endangering,2009,0,0
endangerment,2009,0,0
endangers,2009,0,0
enhance,0,2009,0
enhanced,0,2009,0
enhancement,0,2009,0
enhancements,0,2009,0
enhances,0,2009,0
enhancing,0,2009,0
enjoin,2009,0,0
enjoined,2009,0,0
enjoining,2009,0,0
enjoins,2009,0,0
enjoy,0,2009,0
enjoyable,0,2009,0
enjoyably,0,2009,0
enjoyed,0,2009,0
enjoying,0,2009,0
enjoyment,0,2009,0
enjoys,0,2009,0
enthusiasm,0,2009,0
enthusiastic,0,2009,0
enthusiastically,0,2009,0
erode,2009,0,0
eroded,2009,0,0
erodes,2009,0,0
eroding,2009,0,0
erosion,2009,0,0
erratic,2009,0,0
erratically,2009,0,0
erred,2009,0,0
erring,2009,0,0
erroneous,2009,0,0
erroneously,2009,0,0
error,2009,0,0
errors,2009,0,0
errs,2009,0,0
escalate,2009,0,0
escalated,2009,0,0
escalates,2009,0,0
escalating,2009,0,0
evade,2009,0,0
evaded,2009,0,0
evades,2009,0,0
evading,2009,0,0
evasion,2009,0,0
evasions,2009,0,0
evasive,2009,0,0
evict,2009,0,0
evicted,2009,0,0
evicting,2009,0,0
eviction,2009,0,0
evictions,2009,0,0
evicts,2009,0,0
exacerbate,2009,0,0
exacerbated,2009,0,0
exacerbates,2009,0,0
exacerbating,2009,0,0
exacerbation,2009,0,0
exacerbations,2009,0,0
exaggerate,2009,0,0
exaggerated,2009,0,0
exaggerates,2009,0,0
exaggerating,2009,0,0
exaggeration,2009,0,0
excellence,0,2009,0
excellent,0,2009,0
excelling,0,2009,0
excels,0,2009,0
exceptional,0,2009,0
exceptionally,0,2009,0
excessive,2009,0,0
excessively,2009,0,0
excited,0,2009,0
excitement,0,2009,0
exciting,0,2009,0
exclusive,0,2009,0
exclusively,0,2009,0
exclusiveness,0,2009,0
exclusives,0,2009,0
exclusivity,0,2009,0
exculpate,2009,0,0
exculpated,2009,0,0
exculpates,2009,0,0
exculpating,2009,0,0
exculpation,2009,0,0
exculpations,2009,0,0
exculpatory,2009,0,0
exemplary,0,2009,0
exonerate,2009,0,0
exonerated,2009,0,0
exonerates,2009,0,0
exonerating,2009,0,0
exoneration,2009,0,0
exonerations,2009,0,0
exploit,2009,0,0
exploitation,2009,0,0
exploitations,2009,0,0
exploitative,2009,0,0
exploited,2009,0,0
exploiting,2009,0,0
exploits,2009,0,0
expose,2009,0,0
exposed,2009,0,0
exposes,2009,0,0
exposing,2009,0,0
exposure,0,0,2009
exposures,0,0,2009
expropriate,2009,0,0
expropriated,2009,0,0
expropriates,2009,0,0
expropriating,2009,0,0
expropriation,2009,0,0
expropriations,2009,0,0
expulsion,2009,0,0
expulsions,2009,0,0
extenuating,2009,0,0
fail,2009,0,0
failed,2009,0,0
failing,2009,0,0
failings,2009,0,0
fails,2009,0,0
failure,2009,0,0
failures,2009,0,0
fallout,2009,0,0
false,2009,0,0
falsely,2009,0,0
falsification,2009,0,0
falsifications,2009,0,0
falsified,2009,0,0
falsifies,2009,0,0
falsify,2009,0,0
falsifying,2009,0,0
falsity,2009,0,0
fantastic,0,2009,0
fatalities,2009,0,0
fatality,2009,0,0
fatally,2009,0,0
fault,2009,0,0
faulted,2009,0,0
faults,2009,0,0
faulty,2009,0,0
favorable,0,2009,0
favorably,0,2009,0
favored,0,2009,0
favoring,0,2009,0
favorite,0,2009,0
favorites,0,2009,0
fear,2009,0,0
fears,2009,0,0
felonies,2009,0,0
felonious,2009,0,0
felony,2009,0,0
fictitious,2009,0,0
fined,2009,0,0
fines,2009,0,0
fired,2009,0,0
firing,2009,0,0
flaw,2009,0,0
flawed,2009,0,0
flaws,2009,0,0
fluctuate,0,0,2009
fluctuated,0,0,2009
fluctuates,0,0,2009
fluctuating,0,0,2009
fluctuation,0,0,2009
fluctuations,0,0,2009
forbid,2009,0,0
forbidden,2009,0,0
forbidding,2009,0,0
forbids,2009,0,0
force,-2020,0,0
forced,2009,0,0
forcing,2009,0,0
foreclose,2009,0,0
foreclosed,2009,0,0
forecloses,2009,0,0
foreclosing,2009,0,0
foreclosure,2009,0,0
foreclosures,2009,0,0
forego,2009,0,0
foregoes,2009,0,0
foregone,2009,0,0
forestall,2009,0,0
forestalled,2009,0,0
forestalling,2009,0,0
forestalls,2009,0,0
forfeit,2009,0,0
forfeited,2009,0,0
forfeiting,2009,0,0
forfeits,2009,0,0
forfeiture,2009,0,0
forfeitures,2009,0,0
forgers,2009,0,0
forgery,2009,0,0
fraud,2009,0,0
frauds,2009,0,0
fraudulence,2009,0,0
fraudulent,2009,0,0
fraudulently,2009,0,0
friendly,0,2009,0
frivolous,2009,0,0
frivolously,2009,0,0
frustrate,2009,0,0
frustrated,2009,0,0
frustrates,2009,0,0
frustrating,2009,0,0
frustratingly,2009,0,0
frustration,2009,0,0
frustrations,2009,0,0
fugitive,-2020,0,0
fugitives,2009,0,0
gain,0,2009,0
gained,0,2009,0
gaining,0,2009,0
gains,0,2009,0
good,0,2009,0
gratuitous,2009,0,0
gratuitously,2009,0,0
great,0,-2020,0
greater,0,-2020,0
greatest,0,2009,0
greatly,0,2009,0
greatness,0,2009,0
grievance,2009,0,0
grievances,2009,0,0
grossly,2009,0,0
groundless,2009,0,0
guilty,2009,0,0
halt,2009,0,0
halted,2009,0,0
hamper,2009,0,0
hampered,2009,0,0
hampering,2009,0,0
hampers,2009,0,0
happiest,0,2009,0
happily,0,2009,0
happiness,0,2009,0
happy,0,2009,0
harass,2009,0,0
harassed,2009,0,0
harassing,2009,0,0
harassment,2009,0,0
hardship,2009,0,0
hardships,2009,0,0
harm,2009,0,0
harmed,2009,0,0
harmful,2009,0,0
harmfully,2009,0,0
harming,2009,0,0
harms,2009,0,0
harsh,2009,0,0
harsher,2009,0,0
harshest,2009,0,0
harshly,2009,0,0
harshness,2009,0,0
hazard,2009,0,0
hazardous,2009,0,0
hazards,2009,0,0
hidden,0,0,2009
highest,0,2009,0
hinder,2009,0,0
hindered,2009,0,0
hindering,2009,0,0
hinders,2009,0,0
hindrance,2009,0,0
hindrances,2009,0,0
hinges,0,0,2009
honor,0,2009,0
honorable,0,-2020,0
honored,0,2009,0
honoring,0,2009,0
honors,0,2009,0
hostile,2009,0,0
hostility,2009,0,0
hurt,2009,0,0
hurting,2009,0,0
ideal,0,2009,0
idle,2009,0,0
idled,2009,0,0
idling,2009,0,0
ignore,2009,0,0
ignored,2009,0,0
ignores,2009,0,0
ignoring,2009,0,0
ill,2009,0,0
illegal,2009,0,0
illegalities,2009,0,0
illegality,2009,0,0
illegally,2009,0,0
illegible,2009,0,0
illicit,2009,0,0
illicitly,2009,0,0
illiquid,2009,0,0
illiquidity,2009,0,0
imbalance,2009,0,0
imbalances,2009,0,0
immature,2009,0,0
immoral,2009,0,0
impair,2009,0,0
impaired,2009,0,0
impairing,2009,0,0
impairment,2009,0,0
impairments,2009,0,0
impairs,2009,0,0
impasse,2009,0,0
impasses,2009,0,0
impede,2009,0,0
impeded,2009,0,0
impedes,2009,0,0
impediment,2009,0,0
impediments,2009,0,0
impeding,2009,0,0
impending,2009,0,0
imperative,2009,0,0
imperfection,2009,0,0
imperfections,2009,0,0
imperil,2009,0,0
impermissible,2009,0,0
implicate,2009,0,0
implicated,2009,0,0
implicates,2009,0,0
implicating,2009,0,0
impossibility,2009,0,0
impossible,2009,0,0
impound,2009,0,0
impounded,2009,0,0
impounding,2009,0,0
impounds,2009,0,0
impracticable,2009,0,0
impractical,2009,0,0
impracticalities,2009,0,0
impracticality,2009,0,0
imprecise,0,0,2009
imprecision,0,0,2009
imprecisions,0,0,2009
impress,0,2009,0
impressed,0,2009,0
impresses,0,2009,0
impressing,0,2009,0
impressive,0,2009,0
impressively,0,2009,0
imprisonment,2009,0,0
improbability,0,0,2009
improbable,0,0,2009
improper,2009,0,0
improperly,2009,0,0
improprieties,2009,0,0
impropriety,2009,0,0
improve,0,2009,0
improved,0,2009,0
improvement,0,2009,0
improvements,0,2009,0
improves,0,2009,0
improving,0,2009,0
imprudent,2009,0,0
imprudently,2009,0,0
inability,2009,0,0
inaccessible,2009,0,0
inaccuracies,2009,0,0
inaccuracy,2009,0,0
inaccurate,2009,0,0
inaccurately,2009,0,0
inaction,2009,0,0
inactions,2009,0,0
inactivate,2009,0,0
inactivated,2009,0,0
inactivates,2009,0,0
inactivating,2009,0,0
inactivation,2009,0,0
inactivations,2009,0,0
inactivity,2009,0,0
inadequacies,2009,0,0
inadequacy,2009,0,0
inadequate,2009,0,0
inadequately,2009,0,0
inadvertent,2009,0,0
inadvertently,2009,0,0
inadvisability,2009,0,0
inadvisable,2009,0,0
inappropriate,2009,0,0
inappropriately,2009,0,0
inattention,2009,0,0
incapable,2009,0,0
incapacitated,2009,0,0
incapacity,2009,0,0
incarcerate,2009,0,0
incarcerated,2009,0,0
incarcerates,2009,0,0
incarcerating,2009,0,0
incarceration,2009,0,0
incarcerations,2009,0,0
incidence,2009,0,0
incidences,2009,0,0
incident,2009,0,0
incidents,2009,0,0
incompatibilities,2009,0,0
incompatibility,2009,0,0
incompatible,2009,0,0
incompetence,2009,0,0
incompetency,2009,0,0
incompetent,2009,0,0
incompetently,2009,0,0
incompetents,2009,0,0
incomplete,2009,0,0
incompletely,2009,0,0
incompleteness,2009,0,2009
inconclusive,2009,0,0
inconsistencies,2009,0,0
inconsistency,2009,0,0
inconsistent,2009,0,0
inconsistently,2009,0,0
inconvenience,2009,0,0
inconveniences,2009,0,0
inconvenient,2009,0,0
incorrect,2009,0,0
incorrectly,2009,0,0
incorrectness,2009,0,0
incredible,0,2009,0
incredibly,0,2009,0
indecency,2009,0,0
indecent,2009,0,0
indefeasible,2009,0,0
indefeasibly,2009,0,0
indefinite,0,0,2009
indefinitely,0,0,2009
indefiniteness,0,0,2009
indeterminable,0,0,2009
indeterminate,0,0,2009
indict,2009,0,0
indictable,2009,0,0
indicted,2009,0,0
indicting,2009,0,0
indictment,2009,0,0
indictments,2009,0,0
ineffective,2009,0,0
ineffectively,2009,0,0
ineffectiveness,2009,0,0
inefficiencies,2009,0,0
inefficiency,2009,0,0
inefficient,2009,0,0
inefficiently,2009,0,0
ineligibility,2009,0,0
ineligible,2009,0,0
inequitable,2009,0,0
inequitably,2009,0,0
inequities,2009,0,0
inequity,2009,0,0
inevitable,2009,0,0
inexact,0,0,2009
inexactness,0,0,2009
inexperience,2009,0,0
inexperienced,2009,0,0
inferior,2009,0,0
inflicted,2009,0,0
influential,0,2009,0
informative,0,2009,0
infraction,2009,0,0
infractions,2009,0,0
infringe,2009,0,0
infringed,2009,0,0
infringement,2009,0,0
infringements,2009,0,0
infringes,2009,0,0
infringing,2009,0,0
ingenuity,0,2009,0
inhibited,2009,0,0
inimical,2009,0,0
injunction,2009,0,0
injunctions,2009,0,0
injure,2009,0,0
injured,2009,0,0
injures,2009,0,0
injuries,2009,0,0
injuring,2009,0,0
injurious,2009,0,0
injury,2009,0,0
innovate,0,2009,0
innovated,0,2009,0
innovates,0,2009,0
innovating,0,2009,0
innovation,0,2009,0
innovations,0,2009,0
innovative,0,2009,0
innovativeness,0,2011,0
innovator,0,2009,0
innovators,0,2009,0
inordinate,2009,0,0
inordinately,2009,0,0
inquiry,2009,0,0
insecure,2009,0,0
insensitive,2009,0,0
insightful,0,2009,0
insolvencies,2009,0,0
insolvency,2009,0,0
insolvent,2009,0,0
inspiration,0,2009,0
inspirational,0,2009,0
instabilities,0,0,2009
instability,2009,0,2009
insubordination,2009,0,0
insufficiency,2009,0,0
insufficient,2009,0,0
insufficiently,2009,0,0
insurrection,2009,0,0
insurrections,2009,0,0
intangible,0,0,2009
intangibles,0,0,2009
integrity,0,2009,0
intentional,2009,0,0
interfere,2009,0,0
interfered,2009,0,0
interference,2009,0,0
interferences,2009,0,0
interferes,2009,0,0
interfering,2009,0,0
intermittent,2009,0,0
intermittently,2009,0,0
interrupt,2009,0,0
interrupted,2009,0,0
interrupting,2009,0,0
interruption,2009,0,0
interruptions,2009,0,0
interrupts,2009,0,0
intimidation,2009,0,0
intrusion,2009,0,0
invalid,2009,0,0
invalidate,2009,0,0
invalidated,2009,0,0
invalidates,2009,0,0
invalidating,2009,0,0
invalidation,2009,0,0
invalidity,2009,0,0
invent,0,2009,0
invented,0,2009,0
inventing,0,2009,0
invention,0,2009,0
inventions,0,2009,0
inventive,0,2009,0
inventiveness,0,2009,0
inventor,0,2009,0
inventors,0,2009,0
investigate,2009,0,0
investigated,2009,0,0
investigates,2009,0,0
investigating,2009,0,0
investigation,2009,0,0
investigations,2009,0,0
involuntarily,2009,0,0
involuntary,2009,0,0
irreconcilable,2009,0,0
irreconcilably,2009,0,0
irrecoverable,2009,0,0
irrecoverably,2009,0,0
irregular,2009,0,0
irregularities,2009,0,0
irregularity,2009,0,0
irregularly,2009,0,0
irreparable,2009,0,0
irreparably,2009,0,0
irreversible,2009,0,0
jeopardize,2009,0,0
jeopardized,2009,0,0
justifiable,2009,0,0
kickback,2009,0,0
kickbacks,2009,0,0
knowingly,2009,0,0
lack,2009,0,0
lacked,2009,0,0
lacking,2009,0,0
lackluster,2009,0,0
lacks,2009,0,0
lag,2009,0,0
lagged,2009,0,0
lagging,2009,0,0
lags,2009,0,0
lapse,2009,0,0
lapsed,2009,0,0
lapses,2009,0,0
lapsing,2009,0,0
late,-2020,0,0
laundering,2009,0,0
layoff,2009,0,0
layoffs,2009,0,0
leadership,0,2009,0
leading,0,2009,0
lie,2009,0,0
likelihood,0,0,2009
limitation,2009,0,0
limitations,2009,0,0
lingering,2009,0,0
liquidate,2009,0,0
liquidated,2009,0,0
liquidates,2009,0,0
liquidating,2009,0,0
liquidation,2009,0,0
liquidations,2009,0,0
liquidator,2009,0,0
liquidators,2009,0,0
litigant,2009,0,0
litigants,2009,0,0
litigate,2009,0,0
litigated,2009,0,0
litigates,2009,0,0
litigating,2009,0,0
litigation,2009,0,0
litigations,2009,0,0
lockout,2009,0,0
lockouts,2009,0,0
lose,2009,0,0
loses,2009,0,0
losing,2009,0,0
loss,2009,0,0
losses,2009,0,0
lost,2009,0,0
loyal,0,2009,0
lucrative,0,2009,0
lying,2009,0,0
malfeasance,2009,0,0
malfunction,2009,0,0
malfunctioned,2009,0,0
malfunctioning,2009,0,0
malfunctions,2009,0,0
malice,2009,0,0
malicious,2009,0,0
maliciously,2009,0,0
malpractice,2009,0,0
manipulate,2009,0,0
manipulated,2009,0,0
manipulates,2009,0,0
manipulating,2009,0,0
manipulation,2009,0,0
manipulations,2009,0,0
manipulative,2009,0,0
markdown,2009,0,0
markdowns,2009,0,0
may,0,0,2009
maybe,0,0,2009
meritorious,0,2009,0
might,0,0,2009
misapplication,2009,0,0
misapplications,2009,0,0
misapplied,2009,0,0
misapplies,2009,0,0
misapply,2009,0,0
misapplying,2009,0,0
misappropriate,2009,0,0
misappropriated,2009,0,0
misappropriates,2009,0,0
misappropriating,2009,0,0
misappropriation,2009,0,0
misappropriations,2009,0,0
misbranded,2009,0,0
miscalculate,2009,0,0
miscalculated,2009,0,0
miscalculates,2009,0,0
miscalculating,2009,0,0
miscalculation,2009,0,0
miscalculations,2009,0,0
mischaracterization,2014,0,0
mischief,2009,0,0
misclassification,2011,0,0
misclassifications,2014,0,0
misclassified,2011,0,0
misclassify,2014,0,0
miscommunication,2014,0,0
misconduct,2009,0,0
misdated,2011,0,0
misdemeanor,2009,0,0
misdemeanors,2009,0,0
misdirected,2009,0,0
mishandle,2009,0,0
mishandled,2009,0,0
mishandles,2009,0,0
mishandling,2009,0,0
misinform,2009,0,0
misinformation,2009,0,0
misinformed,2009,0,0
misinforming,2009,0,0
misinforms,2009,0,0
misinterpret,2009,0,0
misinterpretation,2009,0,0
misinterpretations,2009,0,0
misinterpreted,2009,0,0
misinterpreting,2009,0,0
misinterprets,2009,0,0
misjudge,2009,0,0
misjudged,2009,0,0
misjudges,2009,0,0
misjudging,2009,0,0
misjudgment,2009,0,0
misjudgments,2009,0,0
mislabel,2009,0,0
mislabeled,2009,0,0
mislabeling,2009,0,0
mislabelled,2009,0,0
mislabels,2009,0,0
mislead,2009,0,0
misleading,2009,0,0
misleadingly,2009,0,0
misleads,2009,0,0
misled,2009,0,0
mismanage,2009,0,0
mismanaged,2009,0,0
mismanagement,2009,0,0
mismanages,2009,0,0
mismanaging,2009,0,0
mismatch,2009,0,0
mismatched,2009,0,0
mismatches,2009,0,0
mismatching,2009,0,0
misplaced,2009,0,0
misprice,2014,0,0
mispricing,2014,0,0
mispricings,2014,0,0
misrepresent,2009,0,0
misrepresentation,2009,0,0
misrepresentations,2009,0,0
misrepresented,2009,0,0
misrepresenting,2009,0,0
misrepresents,2009,0,0
miss,2009,0,0
missed,2009,0,0
misses,2009,0,0
misstate,2009,0,0
misstated,2009,0,0
misstatement,2009,0,0
misstatements,2009,0,0
misstates,2009,0,0
misstating,2009,0,0
misstep,2009,0,0
missteps,2009,0,0
mistake,2009,0,0
mistaken,2009,0,0
mistakenly,2009,0,0
mistakes,2009,0,0
mistaking,2009,0,0
mistrial,2009,0,0
mistrials,2009,0,0
misunderstand,2009,0,0
misunderstanding,2009,0,0
misunderstandings,2009,0,0
misunderstood,2009,0,0
misuse,2009,0,0
misused,2009,0,0
misuses,2009,0,0
misusing,2009,0,0
monopolistic,2009,0,0
monopolists,2009,0,0
monopolization,2009,0,0
monopolize,2009,0,0
monopolized,2009,0,0
monopolizes,2009,0,0
monopolizing,2009,0,0
monopoly,2009,0,0
moratoria,2009,0,0
moratorium,2009,0,0
moratoriums,2009,0,0
mothballed,2009,0,0
mothballing,2009,0,0
nearly,0,0,2009
negative,2009,0,0
negatively,2009,0,0
negatives,2009,0,0
neglect,2009,0,0
neglected,2009,0,0
neglectful,2009,0,0
neglecting,2009,0,0
neglects,2009,0,0
negligence,2009,0,0
negligences,2009,0,0
negligent,2009,0,0
negligently,2009,0,0
nonassessable,0,0,2009
nonattainment,2009,0,0
noncompetitive,2009,0,0
noncompliance,2009,0,0
noncompliances,2009,0,0
noncompliant,2009,0,0
noncomplying,2009,0,0
nonconforming,2009,0,0
nonconformities,2009,0,0
nonconformity,2009,0,0
nondisclosure,2009,0,0
nonfunctional,2009,0,0
nonpayment,2009,0,0
nonpayments,2009,0,0
nonperformance,2009,0,0
nonperformances,2009,0,0
nonperforming,2009,0,0
nonproducing,2009,0,0
nonproductive,2009,0,0
nonrecoverable,2009,0,0
nonrenewal,2009,0,0
nuisance,2009,0,0
nuisances,2009,0,0
nullification,2009,0,0
nullifications,2009,0,0
nullified,2009,0,0
nullifies,2009,0,0
nullify,2009,0,0
nullifying,2009,0,0
objected,2009,0,0
objecting,2009,0,0
objection,2009,0,0
objectionable,2009,0,0
objectionably,2009,0,0
objections,2009,0,0
obscene,2009,0,0
obscenity,2009,0,0
obsolescence,2009,0,0
obsolete,2009,0,0
obstacle,2009,0,0
obstacles,2009,0,0
obstruct,2009,0,0
obstructed,2009,0,0
obstructing,2009,0,0
obstruction,2009,0,0
obstructions,2009,0,0
occasionally,0,0,2009
offence,2009,0,0
offences,2009,0,0
offend,2009,0,0
offended,2009,0,0
offender,2009,0,0
offenders,2009,0,0
offending,2009,0,0
offends,2009,0,0
omission,2009,0,0
omissions,2009,0,0
omit,2009,0,0
omits,2009,0,0
omitted,2009,0,0
omitting,2009,0,0
onerous,2009,0,0
opportunistic,2009,0,0
opportunistically,2009,0,0
opportunities,0,2009,0
opportunity,0,2009,0
oppose,2009,0,0
opposed,2009,0,0
opposes,2009,0,0
opposing,2009,0,0
opposition,2009,0,0
oppositions,2009,0,0
optimistic,0,2009,0
ordinarily,0,0,2009
outage,2009,0,0
outages,2009,0,0
outdated,2009,0,0
outmoded,2009,0,0
outperform,0,2009,0
outperformed,0,2009,0
outperforming,0,2009,0
outperforms,0,2009,0
overage,2009,0,0
overages,2009,0,0
overbuild,2009,0,0
overbuilding,2009,0,0
overbuilds,2009,0,0
overbuilt,2009,0,0
overburden,2009,0,0
overburdened,2009,0,0
overburdening,2009,0,0
overcapacities,2009,0,0
overcapacity,2009,0,0
overcharge,2009,0,0
overcharged,2009,0,0
overcharges,2009,0,0
overcharging,2009,0,0
overcome,2009,0,0
