Word,Negative,Positive,Uncertainty
overcomes,2009,0,0
overcoming,2009,0,0
overdue,2009,0,0
overestimate,2009,0,0
overestimated,2009,0,0
overestimates,2009,0,0
overestimating,2009,0,0
overestimation,2009,0,0
overestimations,2009,0,0
overload,2009,0,0
overloaded,2009,0,0
overloading,2009,0,0
overloads,2009,0,0
overlook,2009,0,0
overlooked,2009,0,0
overlooking,2009,0,0
overlooks,2009,0,0
overpaid,2009,0,0
overpayment,2009,0,0
overpayments,2009,0,0
overproduced,2009,0,0
overproduces,2009,0,0
overproducing,2009,0,0
overproduction,2009,0,0
overrun,2009,0,0
overrunning,2009,0,0
overruns,2009,0,0
overshadow,2009,0,0
overshadowed,2009,0,0
overshadowing,2009,0,0
overshadows,2009,0,0
overstate,2009,0,0
overstated,2009,0,0
overstatement,2009,0,0
overstatements,2009,0,0
overstates,2009,0,0
overstating,2009,0,0
oversupplied,2009,0,0
oversupplies,2009,0,0
oversupply,2009,0,0
oversupplying,2009,0,0
overtly,2009,0,0
overturn,2009,0,0
overturned,2009,0,0
overturning,2009,0,0
overturns,2009,0,0
overvalue,2009,0,0
overvalued,2009,0,0
overvaluing,2009,0,0
panic,2009,0,0
panics,2009,0,0
penalize,2009,0,0
penalized,2009,0,0
penalizes,2009,0,0
penalizing,2009,0,0
penalties,2009,0,0
penalty,2009,0,0
pending,0,0,2009
perfect,0,2009,0
perfected,0,2009,0
perfectly,0,2009,0
perfects,0,2009,0
perhaps,0,0,2009
peril,2009,0,0
perils,2009,0,0
perjury,2009,0,0
perpetrate,2009,0,0
perpetrated,2009,0,0
perpetrates,2009,0,0
perpetrating,2009,0,0
perpetration,2009,0,0
persist,2009,0,0
persisted,2009,0,0
persistence,2009,0,0
persistent,2009,0,0
persistently,2009,0,0
persisting,2009,0,0
persists,2009,0,0
pervasive,2009,0,0
pervasively,2009,0,0
pervasiveness,2009,0,0
petty,2009,0,0
picket,2009,0,0
picketed,2009,0,0
picketing,2009,0,0
plaintiff,2009,0,0
plaintiffs,2009,0,0
plea,2009,0,0
plead,2009,0,0
pleaded,2009,0,0
pleading,2009,0,0
pleadings,2009,0,0
pleads,2009,0,0
pleas,2009,0,0
pleasant,0,2009,0
pleasantly,0,2009,0
pleased,0,2009,0
pleasure,0,2009,0
pled,2009,0,0
plentiful,0,2009,0
poor,2009,0,0
poorly,2009,0,0
popular,0,2009,0
popularity,0,2009,0
poses,2009,0,0
posing,2009,0,0
positive,0,2009,0
positively,0,2009,0
possibilities,0,0,2009
possibility,0,0,2009
possible,0,0,2009
possibly,0,0,2009
postpone,2009,0,0
postponed,2009,0,0
postponement,2009,0,0
postponements,2009,0,0
postpones,2009,0,0
postponing,2009,0,0
precaution,0,0,2009
precautionary,0,0,2009
precautions,0,0,2009
precipitated,2009,0,0
precipitous,2009,0,0
precipitously,2009,0,0
preclude,2009,0,0
precluded,2009,0,0
precludes,2009,0,0
precluding,2009,0,0
predatory,2009,0,0
predict,0,0,2009
predictability,0,0,2009
predicted,0,0,2009
predicting,0,0,2009
prediction,0,0,2009
predictions,0,0,2009
predictive,0,0,2009
predictor,0,0,2009
predictors,0,0,2009
predicts,0,0,2009
preeminence,0,2009,0
preeminent,0,2009,0
prejudice,2009,0,0
prejudiced,2009,0,0
prejudices,2009,0,0
prejudicial,2009,0,0
prejudicing,2009,0,0
preliminarily,0,0,2009
preliminary,0,0,2009
premature,2009,0,0
prematurely,2009,0,0
premier,0,2009,0
premiere,0,2009,0
pressing,2009,0,0
prestige,0,2009,0
prestigious,0,2009,0
presumably,0,0,2009
presume,0,0,2009
presumed,0,0,2009
presumes,0,0,2009
presuming,0,0,2009
presumption,0,0,2009
presumptions,0,0,2009
pretrial,2009,0,0
preventing,2009,0,0
prevention,2009,0,0
prevents,2009,0,0
proactive,0,2009,0
proactively,0,2009,0
probabilistic,0,0,2009
probabilities,0,0,2009
probability,0,0,2009
probable,0,0,2009
probably,0,0,2009
problem,2009,0,0
problematic,2009,0,0
problematical,2009,0,0
problems,2009,0,0
proficiency,0,2009,0
proficient,0,2009,0
proficiently,0,2009,0
profitability,0,2009,0
profitable,0,2009,0
profitably,0,2009,0
progress,0,2009,0
progressed,0,2009,0
progresses,0,2009,0
progressing,0,2009,0
prolong,2009,0,0
prolongation,2009,0,0
prolongations,2009,0,0
prolonged,2009,0,0
prolonging,2009,0,0
prolongs,2009,0,0
prone,2009,0,0
prosecute,2009,0,0
prosecuted,2009,0,0
prosecutes,2009,0,0
prosecuting,2009,0,0
prosecution,2009,0,0
prosecutions,2009,0,0
prospered,0,2009,0
prospering,0,2009,0
prosperity,0,2009,0
prosperous,0,2009,0
prospers,0,2009,0
protest,2009,0,0
protested,2009,0,0
protester,2009,0,0
protesters,2009,0,0
protesting,2009,0,0
protestor,2009,0,0
protestors,2009,0,0
protests,2009,0,0
protracted,2009,0,0
protraction,2009,0,0
provoke,2009,0,0
provoked,2009,0,0
provokes,2009,0,0
provoking,2009,0,0
punished,2009,0,0
punishes,2009,0,0
punishing,2009,0,0
punishment,2009,0,0
punishments,2009,0,0
punitive,2009,0,0
purport,2009,0,0
purported,2009,0,0
purportedly,2009,0,0
purporting,2009,0,0
purports,2009,0,0
question,2009,0,0
questionable,2009,0,0
questionably,2009,0,0
questioned,2009,0,0
questioning,2009,0,0
questions,2009,0,0
quit,2009,0,0
quitting,2009,0,0
racketeer,2009,0,0
racketeering,2009,0,0
random,0,0,2009
randomize,0,0,2009
randomized,0,0,2009
randomizes,0,0,2009
randomizing,0,0,2009
randomly,0,0,2009
randomness,0,0,2009
rationalization,2009,0,0
rationalizations,2009,0,0
rationalize,2009,0,0
rationalized,2009,0,0
rationalizes,2009,0,0
rationalizing,2009,0,0
reassess,0,0,2009
reassessed,0,0,2009
reassesses,0,0,2009
reassessing,0,0,2009
reassessment,2009,0,2009
reassessments,2009,0,2009
reassign,2009,0,0
reassigned,2009,0,0
reassigning,2009,0,0
reassignment,2009,0,0
reassignments,2009,0,0
reassigns,2009,0,0
rebound,0,2009,0
rebounded,0,2009,0
rebounding,0,2009,0
recalculate,0,0,2009
recalculated,0,0,2009
recalculates,0,0,2009
recalculating,0,0,2009
recalculation,0,0,2009
recalculations,0,0,2009
recall,2009,0,0
recalled,2009,0,0
recalling,2009,0,0
recalls,2009,0,0
receptive,0,2009,0
recession,2009,0,0
recessionary,2009,0,0
recessions,2009,0,0
reckless,2009,0,0
recklessly,2009,0,0
recklessness,2009,0,0
reconsider,0,0,2009
reconsidered,0,0,2009
reconsidering,0,0,2009
reconsiders,0,0,2009
redact,2009,0,0
redacted,2009,0,0
redacting,2009,0,0
redaction,2009,0,0
redactions,2009,0,0
redefault,2014,0,0
redefaulted,2012,0,0
redefaults,2014,0,0
redress,2009,0,0
redressed,2009,0,0
redresses,2009,0,0
redressing,2009,0,0
reexamination,0,0,2009
reexamine,0,0,2009
reexamining,0,0,2009
refusal,2009,0,0
refusals,2009,0,0
refuse,2009,0,0
refused,2009,0,0
refuses,2009,0,0
refusing,2009,0,0
regain,0,2009,0
regained,0,2009,0
regaining,0,2009,0
reinterpret,0,0,2009
reinterpretation,0,0,2009
reinterpretations,0,0,2009
reinterpreted,0,0,2009
reinterpreting,0,0,2009
reinterprets,0,0,2009
reject,2009,0,0
rejected,2009,0,0
rejecting,2009,0,0
rejection,2009,0,0
rejections,2009,0,0
rejects,2009,0,0
relinquish,2009,0,0
relinquished,2009,0,0
relinquishes,2009,0,0
relinquishing,2009,0,0
relinquishment,2009,0,0
relinquishments,2009,0,0
reluctance,2009,0,0
reluctant,2009,0,0
renegotiate,2009,0,0
renegotiated,2009,0,0
renegotiates,2009,0,0
renegotiating,2009,0,0
renegotiation,2009,0,0
renegotiations,2009,0,0
renounce,2009,0,0
renounced,2009,0,0
renouncement,2009,0,0
renouncements,2009,0,0
renounces,2009,0,0
renouncing,2009,0,0
reparation,2009,0,0
reparations,2009,0,0
repossessed,2009,0,0
repossesses,2009,0,0
repossessing,2009,0,0
repossession,2009,0,0
repossessions,2009,0,0
repudiate,2009,0,0
repudiated,2009,0,0
repudiates,2009,0,0
repudiating,2009,0,0
repudiation,2009,0,0
repudiations,2009,0,0
resign,2009,0,0
resignation,2009,0,0
resignations,2009,0,0
resigned,2009,0,0
resigning,2009,0,0
resigns,2009,0,0
resolve,0,2009,0
restate,2009,0,0
restated,2009,0,0
restatement,2009,0,0
restatements,2009,0,0
restates,2009,0,0
restating,2009,0,0
restructure,2009,0,0
restructured,2009,0,0
restructures,2009,0,0
restructuring,2009,0,0
restructurings,2009,0,0
retaliate,2009,0,0
retaliated,2009,0,0
retaliates,2009,0,0
retaliating,2009,0,0
retaliation,2009,0,0
retaliations,2009,0,0
retaliatory,2009,0,0
retribution,2009,0,0
retributions,2009,0,0
revise,0,0,2009
revised,0,0,2009
revocation,2009,0,0
revocations,2009,0,0
revoke,2009,0,0
revoked,2009,0,0
revokes,2009,0,0
revoking,2009,0,0
revolutionize,0,2009,0
revolutionized,0,2009,0
revolutionizes,0,2009,0
revolutionizing,0,2009,0
reward,0,2009,0
rewarded,0,2009,0
rewarding,0,2009,0
rewards,0,-2020,0
ridicule,2009,0,0
ridiculed,2009,0,0
ridicules,2009,0,0
ridiculing,2009,0,0
risk,0,0,2009
risked,0,0,2009
riskier,2009,0,2009
riskiest,2009,0,2009
riskiness,0,0,2009
risking,0,0,2009
risks,0,0,2009
risky,2009,0,2009
roughly,0,0,2009
rumors,0,0,2009
sabotage,2009,0,0
sacrifice,2009,0,0
sacrificed,2009,0,0
sacrifices,2009,0,0
sacrificial,2009,0,0
sacrificing,2009,0,0
satisfaction,0,2009,0
satisfactorily,0,2009,0
satisfactory,0,2009,0
satisfied,0,2009,0
satisfies,0,2009,0
satisfy,0,2009,0
satisfying,0,2009,0
scandalous,2009,0,0
scandals,2009,0,0
scrutinize,2009,0,0
scrutinized,2009,0,0
scrutinizes,2009,0,0
scrutinizing,2009,0,0
scrutiny,2009,0,0
secrecy,-2020,0,0
seems,0,0,2009
seize,2009,0,0
seized,2009,0,0
seizes,2009,0,0
seizing,2009,0,0
seldom,0,0,2009
seldomly,0,0,2009
sentenced,2009,0,0
sentencing,2009,0,0
serious,2009,0,0
seriously,2009,0,0
seriousness,2009,0,0
setback,2009,0,0
setbacks,2009,0,0
sever,2009,0,0
severe,2009,0,0
severed,2009,0,0
severely,2009,0,0
severities,2009,0,0
severity,2009,0,0
sharply,2009,0,0
shocked,2009,0,0
shortage,2009,0,0
shortages,2009,0,0
shortfall,2009,0,0
shortfalls,2009,0,0
shrinkage,2009,0,0
shrinkages,2009,0,0
shut,2009,0,0
shutdown,2009,0,0
shutdowns,2009,0,0
shuts,2009,0,0
shutting,2009,0,0
slander,2009,0,0
slandered,2009,0,0
slanderous,2009,0,0
slanders,2009,0,0
slippage,2009,0,0
slippages,2009,0,0
slow,2009,0,0
slowdown,2009,0,0
slowdowns,2009,0,0
slowed,2009,0,0
slower,2009,0,0
slowest,2009,0,0
slowing,2009,0,0
slowly,2009,0,0
slowness,2009,0,0
sluggish,2009,0,0
sluggishly,2009,0,0
sluggishness,2009,0,0
smooth,0,2009,0
smoothing,0,2009,0
smoothly,0,2009,0
smooths,0,2009,0
solvencies,2009,0,0
solvency,2009,0,0
solves,0,2009,0
solving,0,2009,0
sometime,0,0,2009
sometimes,0,0,2009
somewhat,0,0,2009
somewhere,0,0,2009
spam,2014,0,0
spammers,2014,0,0
spamming,2014,0,0
spectacular,0,2009,0
spectacularly,0,2009,0
speculate,0,0,2009
speculated,0,0,2009
speculates,0,0,2009
speculating,0,0,2009
speculation,0,0,2009
speculations,0,0,2009
speculative,0,0,2009
speculatively,0,0,2009
sporadic,0,0,2009
sporadically,0,0,2009
stability,0,2009,0
stabilization,0,2009,0
stabilizations,0,2009,0
stabilize,0,2009,0
stabilized,0,2009,0
stabilizes,0,2009,0
stabilizing,0,2009,0
stable,0,2009,0
staggering,2009,0,0
stagnant,2009,0,0
stagnate,2009,0,0
stagnated,2009,0,0
stagnates,2009,0,0
stagnating,2009,0,0
stagnation,2009,0,0
standstill,2009,0,0
standstills,2009,0,0
stolen,2009,0,0
stoppage,2009,0,0
stoppages,2009,0,0
stopped,2009,0,0
stopping,2009,0,0
stops,2009,0,0
strain,2009,0,0
strained,2009,0,0
straining,2009,0,0
strains,2009,0,0
strength,0,2009,0
strengthen,0,2009,0
strengthened,0,2009,0
strengthening,0,2009,0
strengthens,0,2009,0
strengths,0,2009,0
stress,2009,0,0
stressed,2009,0,0
stresses,2009,0,0
stressful,2009,0,0
stressing,2009,0,0
stringent,2009,0,0
strong,0,2009,0
stronger,0,2009,0
strongest,0,2009,0
subjected,2009,0,0
subjecting,2009,0,0
subjection,2009,0,0
subpoena,2009,0,0
subpoenaed,2009,0,0
subpoenas,2009,0,0
substandard,2009,0,0
succeed,0,2009,0
succeeded,0,2009,0
succeeding,0,2009,0
succeeds,0,2009,0
success,0,2009,0
successes,0,2009,0
successful,0,2009,0
successfully,0,2009,0
sudden,0,0,2009
suddenly,0,0,2009
sue,2009,0,0
sued,2009,0,0
sues,2009,0,0
suffer,2009,0,0
suffered,2009,0,0
suffering,2009,0,0
suffers,2009,0,0
suggest,0,0,2009
suggested,0,0,2009
suggesting,0,0,2009
suggests,0,0,2009
suing,2009,0,0
summoned,2009,0,0
summoning,2009,0,0
summons,2009,0,0
summonses,2009,0,0
superior,0,2009,0
surpass,0,2009,0
surpassed,0,2009,0
surpasses,0,2009,0
surpassing,0,2009,0
susceptibility,2009,0,2009
susceptible,2009,0,0
suspect,2009,0,0
suspected,2009,0,0
suspects,2009,0,0
suspend,2009,0,0
suspended,2009,0,0
suspending,2009,0,0
suspends,2009,0,0
suspension,2009,0,0
suspensions,2009,0,0
suspicion,2009,0,0
suspicions,2009,0,0
suspicious,2009,0,0
suspiciously,2009,0,0
taint,2009,0,0
tainted,2009,0,0
tainting,2009,0,0
taints,2009,0,0
tampered,2009,0,0
tending,0,0,2009
tense,2009,0,0
tentative,0,0,2009
tentatively,0,0,2009
terminate,2009,0,0
terminated,2009,0,0
terminates,2009,0,0
terminating,2009,0,0
termination,2009,0,0
terminations,2009,0,0
testify,2009,0,0
testifying,2009,0,0
threat,2009,0,0
threaten,2009,0,0
threatened,2009,0,0
threatening,2009,0,0
threatens,2009,0,0
threats,2009,0,0
tightening,2009,0,0
tolerate,2009,0,0
tolerated,2009,0,0
tolerates,2009,0,0
tolerating,2009,0,0
toleration,2009,0,0
tortuous,2009,0,0
tortuously,2009,0,0
tragedies,2009,0,0
tragedy,2009,0,0
tragic,2009,0,0
tragically,2009,0,0
transparency,0,2009,0
traumatic,2009,0,0
tremendous,0,2009,0
tremendously,0,2009,0
trouble,2009,0,0
troubled,2009,0,0
troubles,2009,0,0
turbulence,2009,0,2009
turmoil,2009,0,0
unable,2009,0,0
unacceptable,2009,0,0
unacceptably,2009,0,0
unaccounted,2009,0,0
unannounced,2009,0,0
unanticipated,2009,0,0
unapproved,2009,0,0
unattractive,2009,0,0
unauthorized,2009,0,0
unavailability,2009,0,0
unavailable,2009,0,0
unavoidable,2009,0,0
unavoidably,2009,0,0
unaware,2009,0,0
uncertain,0,0,2009
uncertainly,0,0,2009
uncertainties,0,0,2009
uncertainty,0,0,2009
unclear,0,0,2009
uncollectable,2009,0,0
uncollected,2009,0,0
uncollectibility,2009,0,0
uncollectible,2009,0,0
uncollectibles,2009,0,0
uncompetitive,2009,0,0
uncompleted,2009,0,0
unconfirmed,0,0,2009
unconscionable,2009,0,0
unconscionably,2009,0,0
uncontrollable,2009,0,0
uncontrollably,2009,0,0
uncontrolled,2009,0,0
uncorrected,2009,0,0
uncover,2009,0,0
uncovered,2009,0,0
uncovering,2009,0,0
uncovers,2009,0,0
undecided,0,0,2009
undefined,0,0,2009
undeliverable,2009,0,0
undelivered,2009,0,0
undercapitalized,2009,0,0
undercut,2009,0,0
undercuts,2009,0,0
undercutting,2009,0,0
underestimate,2009,0,0
underestimated,2009,0,0
underestimates,2009,0,0
underestimating,2009,0,0
underestimation,2009,0,0
underfunded,2009,0,0
underinsured,2009,0,0
undermine,2009,0,0
undermined,2009,0,0
undermines,2009,0,0
undermining,2009,0,0
underpaid,2009,0,0
underpayment,2009,0,0
underpayments,2009,0,0
underpays,2009,0,0
underperform,2011,0,0
underperformance,2009,0,0
underperformed,2011,0,0
underperforming,2009,0,0
underperforms,2014,0,0
underproduced,2009,0,0
underproduction,2009,0,0
underreporting,2011,0,0
understate,2009,0,0
understated,2009,0,0
understatement,2009,0,0
understatements,2009,0,0
understates,2009,0,0
understating,2009,0,0
underutilization,2009,0,0
underutilized,2009,0,0
undesignated,0,0,2009
undesirable,2009,0,0
undesired,2009,0,0
undetectable,0,0,2009
undetected,2009,0,0
undeterminable,0,0,2009
undetermined,2009,0,2009
undisclosed,2009,0,0
undocumented,2009,0,2009
undue,2009,0,0
unduly,2009,0,0
uneconomic,2009,0,0
uneconomical,2009,0,0
uneconomically,2009,0,0
unemployed,2009,0,0
unemployment,2009,0,0
unethical,2009,0,0
unethically,2009,0,0
unexcused,2009,0,0
unexpected,2009,0,2009
unexpectedly,2009,0,2009
unfair,2009,0,0
unfairly,2009,0,0
unfamiliar,0,0,2009
unfamiliarity,0,0,2009
unfavorability,2014,0,0
unfavorable,2009,0,0
unfavorably,2009,0,0
unfavourable,2011,0,0
unfeasible,2009,0,0
unfit,2009,0,0
unfitness,2009,0,0
unforecasted,0,0,2011
unforeseeable,2009,0,0
unforeseen,2009,0,0
unforseen,2011,0,2011
unfortunate,2009,0,0
unfortunately,2009,0,0
unfounded,2009,0,0
unfriendly,2009,0,0
unfulfilled,2009,0,0
unfunded,2009,0,0
unguaranteed,0,0,2009
unhedged,0,0,2009
unidentifiable,0,0,2009
unidentified,0,0,2009
uninsured,2009,0,0
unintended,2009,0,0
unintentional,2009,0,0
unintentionally,2009,0,0
unjust,2009,0,0
unjustifiable,2009,0,0
unjustifiably,2009,0,0
unjustified,2009,0,0
unjustly,2009,0,0
unknowing,2009,0,0
unknowingly,2009,0,0
unknown,0,0,2009
unknowns,0,0,2009
unlawful,2009,0,0
unlawfully,2009,0,0
unlicensed,2009,0,0
unliquidated,2009,0,0
unmarketable,2009,0,0
unmatched,0,2009,0
unmerchantable,2011,0,0
unmeritorious,2014,0,0
unnecessarily,2009,0,0
unnecessary,2009,0,0
unneeded,2009,0,0
unobservable,0,0,2009
unobtainable,2009,0,0
unoccupied,2009,0,0
unpaid,2009,0,0
unparalleled,0,2009,0
unperformed,2009,0,0
unplanned,2009,0,2009
unpopular,2009,0,0
unpredictability,2009,0,2009
unpredictable,2009,0,2009
unpredictably,2009,0,2009
unpredicted,2011,0,2011
unproductive,2009,0,0
unprofitability,2011,0,0
unprofitable,2009,0,0
unproved,0,0,2009
unproven,0,0,2009
unqualified,2009,0,0
unquantifiable,0,0,2011
unquantified,0,0,2011
unrealistic,2009,0,0
unreasonable,2009,0,0
unreasonableness,2009,0,0
unreasonably,2009,0,0
unreceptive,2014,0,0
unreconciled,0,0,2011
unrecoverable,2009,0,0
unrecovered,2009,0,0
unreimbursed,2009,0,0
unreliable,2009,0,0
unremedied,2009,0,0
unreported,2009,0,0
unresolved,2009,0,0
unrest,2009,0,0
unsafe,2009,0,0
unsalable,2009,0,0
unsaleable,2009,0,0
unsatisfactory,2009,0,0
unsatisfied,2009,0,0
unsavory,2009,0,0
unscheduled,2009,0,0
unseasonable,0,0,2009
unseasonably,0,0,2009
unsellable,2014,0,0
unsettled,0,0,2009
unsold,2009,0,0
unsound,2009,0,0
unspecific,0,0,2009
unspecified,0,0,2009
unstabilized,2014,0,0
unstable,2009,0,0
unsubstantiated,2009,0,0
unsuccessful,2009,0,0
unsuccessfully,2009,0,0
unsuitability,2009,0,0
unsuitable,2009,0,0
unsuitably,2009,0,0
unsuited,2009,0,0
unsure,2009,0,0
unsurpassed,0,2009,0
unsuspected,2009,0,0
unsuspecting,2009,0,0
unsustainable,2009,0,0
untenable,2009,0,0
untested,0,0,2009
untimely,2009,0,0
untrusted,2014,0,0
untruth,2009,0,0
untruthful,2009,0,0
untruthfully,2009,0,0
untruthfulness,2009,0,0
untruths,2009,0,0
unusable,2009,0,0
unusual,0,0,2009
unusually,0,0,2009
unwanted,2009,0,0
unwarranted,2009,0,0
unwelcome,2009,0,0
unwilling,2009,0,0
unwillingness,2009,0,0
unwritten,0,0,2009
upset,2009,0,0
upturn,0,2009,0
upturns,0,2009,0
urgency,2009,0,0
urgent,2009,0,0
usurious,2009,0,0
usurp,2009,0,0
usurped,2009,0,0
usurping,2009,0,0
usurps,2009,0,0
usury,2009,0,0
vagaries,0,0,2009
vague,0,0,2012
vaguely,0,0,2012
vagueness,0,0,2012
vaguenesses,0,0,2012
vaguer,0,0,2012
vaguest,0,0,2012
valuable,0,2009,0
vandalism,2009,0,0
variability,0,0,2009
variable,0,0,2009
variables,0,0,2009
variably,0,0,2009
variance,0,0,2009
variances,0,0,2009
variant,0,0,2009
variants,0,0,2009
variation,0,0,2009
variations,0,0,2009
varied,0,0,2009
varies,0,0,2009
vary,0,0,2009
varying,0,0,2009
verdict,2009,0,0
verdicts,2009,0,0
versatile,0,2009,0
versatility,0,2009,0
vetoed,2009,0,0
vibrancy,0,2009,0
vibrant,0,2009,0
victims,2009,0,0
violate,2009,0,0
violated,2009,0,0
violates,2009,0,0
violating,2009,0,0
violation,2009,0,0
violations,2009,0,0
violative,2009,0,0
violator,2009,0,0
violators,2009,0,0
violence,2009,0,0
violent,2009,0,0
violently,2009,0,0
vitiate,2009,0,0
vitiated,2009,0,0
vitiates,2009,0,0
vitiating,2009,0,0
vitiation,2009,0,0
voided,2009,0,0
voiding,2009,0,0
volatile,2009,0,2009
volatilities,0,0,2009
volatility,2009,0,2009
vulnerabilities,2009,0,0
vulnerability,2009,0,0
vulnerable,2009,0,0
vulnerably,2009,0,0
warn,2009,0,0
warned,2009,0,0
warning,2009,0,0
warnings,2009,0,0
warns,2009,0,0
wasted,2009,0,0
wasteful,2009,0,0
wasting,2009,0,0
weak,2009,0,0
weaken,2009,0,0
weakened,2009,0,0
weakening,2009,0,0
weakens,2009,0,0
weaker,2009,0,0
weakest,2009,0,0
weakly,2009,0,0
weakness,2009,0,0
weaknesses,2009,0,0
willfully,2009,0,0
win,0,2009,0
winner,0,2009,0
winners,0,2009,0
winning,0,2009,0
worries,2009,0,0
worry,2009,0,0
worrying,2009,0,0
worse,2009,0,0
worsen,2009,0,0
worsened,2009,0,0
worsening,2009,0,0
worsens,2009,0,0
worst,2009,0,0
worthless,2009,0,0
worthy,0,2009,0
writedown,2009,0,0
writedowns,2009,0,0
writeoff,2009,0,0
writeoffs,2009,0,0
wrong,2009,0,0
wrongdoing,2009,0,0
wrongdoings,2009,0,0
wrongful,2009,0,0
wrongfully,2009,0,0
wrongly,2009,0,0
