Word,Sentiment
incompetently,0
incompetents,0
incomplete,0
incompletely,0
incompleteness,0
inconclusive,0
inconsistencies,0
inconsistency,0
inconsistent,0
inconsistently,0
inconvenience,0
inconveniences,0
inconvenient,0
incorrect,0
incorrectly,0
incorrectness,0
incredible,1
incredibly,1
indecency,0
indecent,0
indefeasible,0
indefeasibly,0
indefinite,0
indefinitely,0
indefiniteness,0
indeterminable,0
indeterminate,0
indict,0
indictable,0
indicted,0
indicting,0
indictment,0
indictments,0
ineffective,0
ineffectively,0
ineffectiveness,0
inefficiencies,0
inefficiency,0
inefficient,0
inefficiently,0
ineligibility,0
ineligible,0
inequitable,0
inequitably,0
inequities,0
inequity,0
inevitable,0
inexact,0
inexactness,0
inexperience,0
inexperienced,0
inferior,0
inflicted,0
influential,1
informative,1
infraction,0
infractions,0
infringe,0
infringed,0
infringement,0
infringements,0
infringes,0
infringing,0
ingenuity,1
inhibited,0
inimical,0
injunction,0
injunctions,0
injure,0
injured,0
injures,0
injuries,0
injuring,0
injurious,0
injury,0
innovate,1
innovated,1
innovates,1
innovating,1
innovation,1
innovations,1
innovative,1
innovativeness,1
innovator,1
innovators,1
inordinate,0
inordinately,0
inquiry,0
insecure,0
insensitive,0
insightful,1
insolvencies,0
insolvency,0
insolvent,0
inspiration,1
inspirational,1
instabilities,0
instability,0
insubordination,0
insufficiency,0
insufficient,0
insufficiently,0
insurrection,0
insurrections,0
intangible,0
intangibles,0
integrity,1
intentional,0
interfere,0
interfered,0
interference,0
interferences,0
interferes,0
interfering,0
intermittent,0
intermittently,0
interrupt,0
interrupted,0
interrupting,0
interruption,0
interruptions,0
interrupts,0
intimidation,0
intrusion,0
invalid,0
invalidate,0
invalidated,0
invalidates,0
invalidating,0
invalidation,0
invalidity,0
invent,1
invented,1
inventing,1
invention,1
inventions,1
inventive,1
inventiveness,1
inventor,1
inventors,1
investigate,0
investigated,0
investigates,0
investigating,0
investigation,0
investigations,0
involuntarily,0
involuntary,0
irreconcilable,0
irreconcilably,0
irrecoverable,0
irrecoverably,0
irregular,0
irregularities,0
irregularity,0
irregularly,0
irreparable,0
irreparably,0
irreversible,0
jeopardize,0
jeopardized,0
justifiable,0
kickback,0
kickbacks,0
knowingly,0
lack,0
lacked,0
lacking,0
lackluster,0
lacks,0
lag,0
lagged,0
lagging,0
lags,0
lapse,0
lapsed,0
lapses,0
lapsing,0
late,0
laundering,0
layoff,0
layoffs,0
leadership,1
leading,1
lie,0
likelihood,0
limitation,0
limitations,0
lingering,0
liquidate,0
liquidated,0
liquidates,0
liquidating,0
liquidation,0
liquidations,0
liquidator,0
liquidators,0
litigant,0
litigants,0
litigate,0
litigated,0
litigates,0
litigating,0
litigation,0
litigations,0
lockout,0
lockouts,0
lose,0
loses,0
losing,0
loss,0
losses,0
lost,0
loyal,1
lucrative,1
lying,0
malfeasance,0
malfunction,0
malfunctioned,0
malfunctioning,0
malfunctions,0
malice,0
malicious,0
maliciously,0
malpractice,0
manipulate,0
manipulated,0
manipulates,0
manipulating,0
manipulation,0
manipulations,0
manipulative,0
markdown,0
markdowns,0
may,0
maybe,0
meritorious,1
might,0
misapplication,0
misapplications,0
misapplied,0
misapplies,0
misapply,0
misapplying,0
misappropriate,0
misappropriated,0
misappropriates,0
misappropriating,0
misappropriation,0
misappropriations,0
misbranded,0
miscalculate,0
miscalculated,0
miscalculates,0
miscalculating,0
miscalculation,0
miscalculations,0
mischaracterization,0
mischief,0
misclassification,0
misclassifications,0
misclassified,0
misclassify,0
miscommunication,0
misconduct,0
misdated,0
misdemeanor,0
misdemeanors,0
misdirected,0
mishandle,0
mishandled,0
mishandles,0
mishandling,0
misinform,0
misinformation,0
misinformed,0
misinforming,0
misinforms,0
misinterpret,0
misinterpretation,0
misinterpretations,0
misinterpreted,0
misinterpreting,0
misinterprets,0
misjudge,0
misjudged,0
misjudges,0
misjudging,0
misjudgment,0
misjudgments,0
mislabel,0
mislabeled,0
mislabeling,0
mislabelled,0
mislabels,0
mislead,0
misleading,0
misleadingly,0
misleads,0
misled,0
mismanage,0
mismanaged,0
mismanagement,0
mismanages,0
mismanaging,0
mismatch,0
mismatched,0
mismatches,0
mismatching,0
misplaced,0
misprice,0
mispricing,0
mispricings,0
misrepresent,0
misrepresentation,0
misrepresentations,0
misrepresented,0
misrepresenting,0
misrepresents,0
miss,0
missed,0
misses,0
misstate,0
misstated,0
misstatement,0
misstatements,0
misstates,0
misstating,0
misstep,0
missteps,0
mistake,0
mistaken,0
mistakenly,0
mistakes,0
mistaking,0
mistrial,0
mistrials,0
misunderstand,0
misunderstanding,0
misunderstandings,0
misunderstood,0
misuse,0
misused,0
misuses,0
misusing,0
monopolistic,0
monopolists,0
monopolization,0
monopolize,0
monopolized,0
monopolizes,0
monopolizing,0
monopoly,0
moratoria,0
moratorium,0
moratoriums,0
mothballed,0
mothballing,0
nearly,0
negative,0
negatively,0
negatives,0
neglect,0
neglected,0
neglectful,0
neglecting,0
neglects,0
negligence,0
negligences,0
negligent,0
negligently,0
nonassessable,0
nonattainment,0
noncompetitive,0
noncompliance,0
noncompliances,0
noncompliant,0
noncomplying,0
nonconforming,0
nonconformities,0
nonconformity,0
nondisclosure,0
nonfunctional,0
nonpayment,0
nonpayments,0
nonperformance,0
nonperformances,0
nonperforming,0
nonproducing,0
nonproductive,0
nonrecoverable,0
nonrenewal,0
nuisance,0
nuisances,0
nullification,0
nullifications,0
nullified,0
nullifies,0
nullify,0
nullifying,0
objected,0
objecting,0
objection,0
objectionable,0
objectionably,0
objections,0
obscene,0
obscenity,0
obsolescence,0
obsolete,0
obstacle,0
obstacles,0
obstruct,0
obstructed,0
obstructing,0
obstruction,0
obstructions,0
occasionally,0
offence,0
offences,0
offend,0
offended,0
offender,0
offenders,0
offending,0
offends,0
omission,0
omissions,0
omit,0
omits,0
omitted,0
omitting,0
onerous,0
opportunistic,0
opportunistically,0
opportunities,1
opportunity,1
oppose,0
opposed,0
opposes,0
opposing,0
opposition,0
oppositions,0
optimistic,1
ordinarily,0
outage,0
outages,0
outdated,0
outmoded,0
outperform,1
outperformed,1
outperforming,1
outperforms,1
overage,0
overages,0
overbuild,0
overbuilding,0
overbuilds,0
overbuilt,0
overburden,0
overburdened,0
overburdening,0
overcapacities,0
overcapacity,0
overcharge,0
overcharged,0
overcharges,0
overcharging,0
overcome,0
overcomes,0
overcoming,0
overdue,0
overestimate,0
overestimated,0
overestimates,0
overestimating,0
overestimation,0
overestimations,0
overload,0
overloaded,0
overloading,0
overloads,0
overlook,0
overlooked,0
overlooking,0
overlooks,0
overpaid,0
overpayment,0
overpayments,0
overproduced,0
overproduces,0
overproducing,0
overproduction,0
overrun,0
overrunning,0
overruns,0
overshadow,0
overshadowed,0
overshadowing,0
overshadows,0
overstate,0
overstated,0
overstatement,0
overstatements,0
overstates,0
overstating,0
oversupplied,0
oversupplies,0
oversupply,0
oversupplying,0
overtly,0
overturn,0
overturned,0
overturning,0
overturns,0
overvalue,0
overvalued,0
overvaluing,0
panic,0
panics,0
penalize,0
penalized,0
penalizes,0
penalizing,0
penalties,0
penalty,0
pending,0
perfect,1
perfected,1
perfectly,1
perfects,1
perhaps,0
peril,0
perils,0
perjury,0
perpetrate,0
perpetrated,0
perpetrates,0
perpetrating,0
perpetration,0
persist,0
persisted,0
persistence,0
persistent,0
persistently,0
persisting,0
persists,0
pervasive,0
pervasively,0
pervasiveness,0
petty,0
picket,0
picketed,0
picketing,0
plaintiff,0
plaintiffs,0
plea,0
plead,0
pleaded,0
pleading,0
pleadings,0
pleads,0
pleas,0
pleasant,1
pleasantly,1
pleased,1
pleasure,1
pled,0
plentiful,1
poor,0
poorly,0
popular,1
popularity,1
poses,0
posing,0
positive,1
positively,1
possibilities,0
possibility,0
possible,0
possibly,0
postpone,0
postponed,0
postponement,0
postponements,0
postpones,0
postponing,0
precaution,0
precautionary,0
precautions,0
precipitated,0
precipitous,0
precipitously,0
preclude,0
precluded,0
precludes,0
precluding,0
predatory,0
predict,0
predictability,0
predicted,0
predicting,0
prediction,0
predictions,0
predictive,0
predictor,0
predictors,0
predicts,0
preeminence,1
preeminent,1
prejudice,0
prejudiced,0
prejudices,0
prejudicial,0
prejudicing,0
preliminarily,0
preliminary,0
premature,0
prematurely,0
premier,1
premiere,1
pressing,0
prestige,1
prestigious,1
presumably,0
presume,0
presumed,0
presumes,0
presuming,0
presumption,0
presumptions,0
pretrial,0
preventing,0
prevention,0
prevents,0
proactive,1
proactively,1
probabilistic,0
probabilities,0
probability,0
probable,0
probably,0
problem,0
problematic,0
problematical,0
problems,0
proficiency,1
proficient,1
proficiently,1
profitability,1
profitable,1
profitably,1
progress,1
progressed,1
progresses,1
progressing,1
prolong,0
prolongation,0
prolongations,0
prolonged,0
prolonging,0
prolongs,0
prone,0
prosecute,0
prosecuted,0
prosecutes,0
prosecuting,0
prosecution,0
prosecutions,0
prospered,1
prospering,1
prosperity,1
prosperous,1
prospers,1
protest,0
protested,0
protester,0
protesters,0
protesting,0
protestor,0
protestors,0
protests,0
protracted,0
protraction,0
provoke,0
provoked,0
provokes,0
provoking,0
punished,0
punishes,0
punishing,0
punishment,0
punishments,0
punitive,0
purport,0
purported,0
purportedly,0
purporting,0
purports,0
question,0
questionable,0
questionably,0
questioned,0
questioning,0
questions,0
quit,0
quitting,0
racketeer,0
racketeering,0
random,0
randomize,0
randomized,0
randomizes,0
randomizing,0
randomly,0
randomness,0
rationalization,0
rationalizations,0
rationalize,0
rationalized,0
rationalizes,0
rationalizing,0
reassess,0
reassessed,0
reassesses,0
reassessing,0
reassessment,0
reassessments,0
reassign,0
reassigned,0
reassigning,0
reassignment,0
reassignments,0
reassigns,0
rebound,1
rebounded,1
rebounding,1
recalculate,0
recalculated,0
recalculates,0
recalculating,0
recalculation,0
recalculations,0
recall,0
recalled,0
recalling,0
recalls,0
receptive,1
recession,0
recessionary,0
recessions,0
reckless,0
recklessly,0
recklessness,0
reconsider,0
reconsidered,0
reconsidering,0
reconsiders,0
redact,0
redacted,0
redacting,0
redaction,0
redactions,0
redefault,0
redefaulted,0
redefaults,0
redress,0
redressed,0
redresses,0
redressing,0
reexamination,0
reexamine,0
reexamining,0
refusal,0
refusals,0
refuse,0
refused,0
refuses,0
refusing,0
regain,1
regained,1
regaining,1
reinterpret,0
reinterpretation,0
reinterpretations,0
reinterpreted,0
reinterpreting,0
reinterprets,0
reject,0
rejected,0
rejecting,0
rejection,0
rejections,0
rejects,0
relinquish,0
relinquished,0
relinquishes,0
relinquishing,0
relinquishment,0
relinquishments,0
reluctance,0
reluctant,0
renegotiate,0
renegotiated,0
renegotiates,0
renegotiating,0
renegotiation,0
renegotiations,0
renounce,0
renounced,0
renouncement,0
renouncements,0
renounces,0
renouncing,0
reparation,0
reparations,0
repossessed,0
repossesses,0
repossessing,0
repossession,0
repossessions,0
repudiate,0
repudiated,0
repudiates,0
repudiating,0
repudiation,0
repudiations,0
resign,0
resignation,0
resignations,0
resigned,0
resigning,0
resigns,0
resolve,1
restate,0
restated,0
restatement,0
restatements,0
restates,0
restating,0
restructure,0
restructured,0
restructures,0
restructuring,0
restructurings,0
retaliate,0
retaliated,0
retaliates,0
retaliating,0
retaliation,0
retaliations,0
retaliatory,0
retribution,0
retributions,0
revise,0
revised,0
revocation,0
revocations,0
revoke,0
revoked,0
revokes,0
revoking,0
revolutionize,1
revolutionized,1
revolutionizes,1
revolutionizing,1
reward,1
rewarded,1
rewarding,1
rewards,-2020
ridicule,0
ridiculed,0
ridicules,0
ridiculing,0
risk,0
risked,0
riskier,0
riskiest,0
riskiness,0
risking,0
risks,0
risky,0
roughly,0
rumors,0
sabotage,0
sacrifice,0
sacrificed,0
sacrifices,0
sacrificial,0
sacrificing,0
satisfaction,1
satisfactorily,1
satisfactory,1
satisfied,1
satisfies,1
satisfy,1
satisfying,1
scandalous,0
scandals,0
scrutinize,0
scrutinized,0
scrutinizes,0
scrutinizing,0
scrutiny,0
secrecy,0
seems,0
seize,0
seized,0
seizes,0
seizing,0
seldom,0
seldomly,0
sentenced,0
sentencing,0
serious,0
seriously,0
seriousness,0
setback,0
setbacks,0
sever,0
severe,0
severed,0
severely,0
severities,0
severity,0
sharply,0
shocked,0
shortage,0
shortages,0
shortfall,0
shortfalls,0
shrinkage,0
shrinkages,0
shut,0
shutdown,0
shutdowns,0
shuts,0
shutting,0
slander,0
slandered,0
slanderous,0
slanders,0
slippage,0
slippages,0
slow,0
slowdown,0
slowdowns,0
slowed,0
slower,0
slowest,0
slowing,0
slowly,0
slowness,0
sluggish,0
sluggishly,0
sluggishness,0
smooth,1
smoothing,1
smoothly,1
smooths,1
solvencies,0
solvency,0
solves,1
solving,1
sometime,0
sometimes,0
somewhat,0
somewhere,0
spam,0
spammers,0
spamming,0
spectacular,1
spectacularly,1
speculate,0
speculated,0
speculates,0
speculating,0
speculation,0
speculations,0
speculative,0
speculatively,0
sporadic,0
sporadically,0
stability,1
stabilization,1
stabilizations,1
stabilize,1
stabilized,1
stabilizes,1
stabilizing,1
stable,1
staggering,0
stagnant,0
stagnate,0
stagnated,0
stagnates,0
stagnating,0
stagnation,0
standstill,0
standstills,0
stolen,0
stoppage,0
stoppages,0
stopped,0
stopping,0
stops,0
strain,0
strained,0
straining,0
strains,0
strength,1
strengthen,1
strengthened,1
strengthening,1
strengthens,1
strengths,1
stress,0
stressed,0
stresses,0
stressful,0
stressing,0
stringent,0
strong,1
stronger,1
strongest,1
subjected,0
subjecting,0
subjection,0
subpoena,0
subpoenaed,0
subpoenas,0
substandard,0
succeed,1
succeeded,1
succeeding,1
succeeds,1
success,1
successes,1
successful,1
successfully,1
sudden,0
suddenly,0
sue,0
sued,0
sues,0
suffer,0
suffered,0
suffering,0
suffers,0
suggest,0
suggested,0
suggesting,0
suggests,0
suing,0
summoned,0
summoning,0
summons,0
summonses,0
superior,1
surpass,1
surpassed,1
surpasses,1
surpassing,1
susceptibility,0
susceptible,0
suspect,0
suspected,0
suspects,0
suspend,0
suspended,0
suspending,0
suspends,0
suspension,0
suspensions,0
suspicion,0
suspicions,0
suspicious,0
suspiciously,0
taint,0
tainted,0
tainting,0
taints,0
tampered,0
tending,0
tense,0
tentative,0
tentatively,0
terminate,0
terminated,0
terminates,0
terminating,0
termination,0
terminations,0
testify,0
testifying,0
threat,0
threaten,0
threatened,0
threatening,0
threatens,0
threats,0
tightening,0
tolerate,0
tolerated,0
tolerates,0
tolerating,0
toleration,0
tortuous,0
tortuously,0
tragedies,0
tragedy,0
tragic,0
tragically,0
transparency,1
traumatic,0
tremendous,1
tremendously,1
trouble,0
troubled,0
troubles,0
turbulence,0
turmoil,0
unable,0
unacceptable,0
unacceptably,0
unaccounted,0
unannounced,0
unanticipated,0
unapproved,0
unattractive,0
unauthorized,0
unavailability,0
unavailable,0
unavoidable,0
unavoidably,0
unaware,0
uncertain,0
uncertainly,0
uncertainties,0
uncertainty,0
unclear,0
uncollectable,0
uncollected,0
uncollectibility,0
uncollectible,0
uncollectibles,0
uncompetitive,0
uncompleted,0
unconfirmed,0
unconscionable,0
unconscionably,0
uncontrollable,0
uncontrollably,0
uncontrolled,0
uncorrected,0
uncover,0
uncovered,0
uncovering,0
uncovers,0
undecided,0
undefined,0
undeliverable,0
undelivered,0
undercapitalized,0
undercut,0
undercuts,0
undercutting,0
underestimate,0
underestimated,0
underestimates,0
underestimating,0
underestimation,0
underfunded,0
underinsured,0
undermine,0
undermined,0
undermines,0
undermining,0
underpaid,0
underpayment,0
underpayments,0
underpays,0
underperform,0
underperformance,0
underperformed,0
underperforming,0
underperforms,0
underproduced,0
underproduction,0
underreporting,0
understate,0
understated,0
understatement,0
understatements,0
understates,0
understating,0
underutilization,0
underutilized,0
undesignated,0
undesirable,0
undesired,0
undetectable,0
undetected,0
undeterminable,0
undetermined,0
undisclosed,0
undocumented,0
undue,0
unduly,0
uneconomic,0
uneconomical,0
uneconomically,0
unemployed,0
unemployment,0
unethical,0
unethically,0
unexcused,0
unexpected,0
unexpectedly,0
unfair,0
unfairly,0
unfamiliar,0
unfamiliarity,0
unfavorability,0
unfavorable,0
unfavorably,0
unfavourable,0
unfeasible,0
unfit,0
unfitness,0
unforecasted,0
unforeseeable,0
unforeseen,0
unforseen,0
unfortunate,0
unfortunately,0
unfounded,0
unfriendly,0
unfulfilled,0
unfunded,0
unguaranteed,0
unhedged,0
unidentifiable,0
unidentified,0
uninsured,0
unintended,0
unintentional,0
unintentionally,0
unjust,0
unjustifiable,0
unjustifiably,0
unjustified,0
unjustly,0
unknowing,0
unknowingly,0
unknown,0
unknowns,0
unlawful,0
unlawfully,0
unlicensed,0
unliquidated,0
unmarketable,0
unmatched,1
unmerchantable,0
unmeritorious,0
unnecessarily,0
unnecessary,0
unneeded,0
unobservable,0
unobtainable,0
unoccupied,0
unpaid,0
unparalleled,1
unperformed,0
unplanned,0
unpopular,0
unpredictability,0
unpredictable,0
unpredictably,0
unpredicted,0
unproductive,0
unprofitability,0
unprofitable,0
unproved,0
unproven,0
unqualified,0
unquantifiable,0
unquantified,0
unrealistic,0
unreasonable,0
unreasonableness,0
unreasonably,0
unreceptive,0
unreconciled,0
unrecoverable,0
unrecovered,0
unreimbursed,0
unreliable,0
unremedied,0
unreported,0
unresolved,0
unrest,0
unsafe,0
unsalable,0
unsaleable,0
unsatisfactory,0
unsatisfied,0
unsavory,0
unscheduled,0
unseasonable,0
unseasonably,0
unsellable,0
unsettled,0
unsold,0
unsound,0
unspecific,0
unspecified,0
unstabilized,0
unstable,0
unsubstantiated,0
unsuccessful,0
unsuccessfully,0
unsuitability,0
unsuitable,0
unsuitably,0
unsuited,0
unsure,0
unsurpassed,1
unsuspected,0
unsuspecting,0
unsustainable,0
untenable,0
untested,0
untimely,0
untrusted,0
untruth,0
untruthful,0
untruthfully,0
untruthfulness,0
untruths,0
unusable,0
unusual,0
unusually,0
unwanted,0
unwarranted,0
unwelcome,0
unwilling,0
unwillingness,0
unwritten,0
upset,0
upturn,1
upturns,1
urgency,0
urgent,0
usurious,0
usurp,0
usurped,0
usurping,0
usurps,0
usury,0
vagaries,0
vague,0
vaguely,0
vagueness,0
vaguenesses,0
vaguer,0
vaguest,0
valuable,1
vandalism,0
variability,0
variable,0
variables,0
variably,0
variance,0
variances,0
variant,0
variants,0
variation,0
variations,0
varied,0
varies,0
vary,0
varying,0
verdict,0
verdicts,0
versatile,1
versatility,1
vetoed,0
vibrancy,1
vibrant,1
victims,0
violate,0
violated,0
violates,0
violating,0
violation,0
violations,0
violative,0
violator,0
violators,0
violence,0
violent,0
violently,0
vitiate,0
vitiated,0
vitiates,0
vitiating,0
vitiation,0
voided,0
voiding,0
volatile,0
volatilities,0
volatility,0
vulnerabilities,0
vulnerability,0
vulnerable,0
vulnerably,0
warn,0
warned,0
warning,0
warnings,0
warns,0
wasted,0
wasteful,0
wasting,0
weak,0
weaken,0
weakened,0
weakening,0
weakens,0
weaker,0
weakest,0
weakly,0
weakness,0
weaknesses,0
willfully,0
win,1
winner,1
winners,1
winning,1
worries,0
worry,0
worrying,0
worse,0
worsen,0
worsened,0
worsening,0
worsens,0
worst,0
worthless,0
worthy,1
writedown,0
writedowns,0
writeoff,0
writeoffs,0
wrong,0
wrongdoing,0
wrongdoings,0
wrongful,0
wrongfully,0
wrongly,0
